row,column,value_path_gain_linear,is_inside,is_valid
6,7,6.698213383060647e-06,True,True
6,8,6.72908163323882e-06,True,True
6,9,4.517096840572776e-06,True,True
6,10,2.2911669930181233e-06,True,True
6,11,1.278083118450013e-06,True,True
6,12,9.040460327014443e-07,True,True
6,13,9.055669352164841e-07,True,True
6,14,1.1151171293022344e-06,True,True
7,0,1.1121909437861177e-06,True,True
7,1,1.0082160315505462e-06,True,True
7,2,8.916269962355727e-07,True,True
7,3,9.392208539793501e-07,True,True
7,4,1.109560002987564e-06,True,True
7,5,1.5505499959544977e-06,True,True
7,6,2.9497484774765326e-06,True,True
7,7,4.2628221308405045e-06,True,True
7,8,4.4043304114893544e-06,True,True
7,9,3.690594212457654e-06,True,True
7,10,1.821652631406323e-06,True,True
7,11,1.2630131323021487e-06,True,True
7,12,9.323352969659027e-07,True,True
7,13,9.156717624136945e-07,True,True
7,14,9.459962484470452e-07,True,True
8,0,1.1261490726610646e-06,True,True
8,1,1.1886842230524053e-06,True,True
8,2,1.0323161632186384e-06,True,True
8,3,9.597263215255225e-07,True,True
8,4,9.541502095089527e-07,True,True
8,5,1.3730103773923474e-06,True,True
8,6,1.7708525774651207e-06,True,True
8,7,2.2070105387683725e-06,True,True
8,8,2.2442013687395956e-06,True,True
8,9,2.0876757389487466e-06,True,True
8,10,1.7193183339259122e-06,True,True
8,11,1.1552581327123335e-06,True,True
8,12,1.134793478740903e-06,True,True
8,13,9.521066886009066e-07,True,True
8,14,1.1529343737493036e-06,True,True
9,0,1.3104482832204667e-06,True,True
9,1,1.0331528983442695e-06,True,True
9,2,1.0522537650103914e-06,True,True
9,3,1.08398796783149e-06,True,True
9,4,1.051755248226982e-06,True,True
9,5,1.0905774843195104e-06,True,True
9,6,1.239488597093441e-06,True,True
9,7,1.4050165191292763e-06,True,True
9,8,1.3760205774815404e-06,True,True
9,9,1.177177750832925e-06,True,True
9,10,1.071664314622467e-06,True,True
9,11,1.4950813920222572e-06,True,True
9,12,1.57842191583768e-06,True,True
9,13,1.7197716033479082e-06,True,True
9,14,1.1290139809716493e-06,True,True
10,0,9.152554980573768e-07,False,False
10,1,8.530761306246859e-07,False,False
10,2,9.12758196136565e-07,False,False
10,3,9.722974709802656e-07,False,False
10,4,9.788386705622543e-07,False,False
10,5,1.0003501529354253e-06,False,False
10,6,1.1771682011385565e-06,False,False
10,7,1.2638247426366434e-06,False,False
10,8,1.2344054312052322e-06,False,False
10,9,1.213719770021271e-06,False,False
10,10,1.1311849448247813e-06,False,False
10,11,1.2240298019605689e-06,False,False
10,12,1.2469110970414476e-06,False,False
10,13,1.2488194442994427e-06,False,False
10,14,1.4747145087312674e-06,True,True
