x_m,y_m,z_m,value_path_gain_linear,is_inside,is_valid
-11.314044952392578,-2.918306350708008,1.5,9.392208539793501e-07,True,True
-10.314044952392578,-2.918306350708008,1.5,1.1095597756138886e-06,True,True
-9.314044952392578,-2.918306350708008,1.5,1.5505497685808223e-06,True,True
-8.314044952392578,-2.918306350708008,1.5,2.9497493869712343e-06,True,True
-7.314044952392578,-2.918306350708008,1.5,4.262819402356399e-06,True,True
-6.314044952392578,-2.918306350708008,1.5,4.404330866236705e-06,True,True
-5.314044952392578,-2.918306350708008,1.5,3.690594667205005e-06,True,True
-4.314044952392578,-2.918306350708008,1.5,1.8216525177194853e-06,True,True
-3.314044952392578,-2.918306350708008,1.5,1.263013814423175e-06,True,True
-2.314044952392578,-2.918306350708008,1.5,9.323353538093215e-07,True,True
-1.3140449523925781,-2.918306350708008,1.5,9.156716487268568e-07,True,True
-0.3140449523925781,-2.918306350708008,1.5,9.459963052904641e-07,True,True
-14.314044952392578,-1.9183063507080078,1.5,1.1261489589742268e-06,True,True
-13.314044952392578,-1.9183063507080078,1.5,1.1886844504260807e-06,True,True
-12.314044952392578,-1.9183063507080078,1.5,1.0323158221581252e-06,True,True
-11.314044952392578,-1.9183063507080078,1.5,9.597259804650093e-07,True,True
-10.314044952392578,-1.9183063507080078,1.5,9.541502095089527e-07,True,True
-9.314044952392578,-1.9183063507080078,1.5,1.3730108321396983e-06,True,True
-8.314044952392578,-1.9183063507080078,1.5,1.770852463778283e-06,True,True
-7.314044952392578,-1.9183063507080078,1.5,2.207010766142048e-06,True,True
-6.314044952392578,-1.9183063507080078,1.5,2.2442009139922448e-06,True,True
-5.314044952392578,-1.9183063507080078,1.5,2.0876752842013957e-06,True,True
-4.314044952392578,-1.9183063507080078,1.5,1.719317992865399e-06,True,True
-3.314044952392578,-1.9183063507080078,1.5,1.1552580190254957e-06,True,True
-2.314044952392578,-1.9183063507080078,1.5,1.1347938198014162e-06,True,True
-1.3140449523925781,-1.9183063507080078,1.5,9.521065749140689e-07,True,True
-0.3140449523925781,-1.9183063507080078,1.5,1.1529343737493036e-06,True,True
-14.314044952392578,-0.9183063507080078,1.5,1.3104483969073044e-06,True,True
-13.314044952392578,-0.9183063507080078,1.5,1.0331530120311072e-06,True,True
-12.314044952392578,-0.9183063507080078,1.5,1.052253878697229e-06,True,True
-11.314044952392578,-0.9183063507080078,1.5,1.0839883088920033e-06,True,True
-10.314044952392578,-0.9183063507080078,1.5,1.0517551345401444e-06,True,True
-9.314044952392578,-0.9183063507080078,1.5,1.0905774843195104e-06,True,True
-8.314044952392578,-0.9183063507080078,1.5,1.2394883697197656e-06,True,True
-7.314044952392578,-0.9183063507080078,1.5,1.4050167465029517e-06,True,True
-6.314044952392578,-0.9183063507080078,1.5,1.376019895360514e-06,True,True
-5.314044952392578,-0.9183063507080078,1.5,1.1771771823987365e-06,True,True
-4.314044952392578,-0.9183063507080078,1.5,1.071664314622467e-06,True,True
-3.314044952392578,-0.9183063507080078,1.5,1.4950817330827704e-06,True,True
-2.314044952392578,-0.9183063507080078,1.5,1.5784220295245177e-06,True,True
-1.3140449523925781,-0.9183063507080078,1.5,1.7197714896610705e-06,True,True
-0.3140449523925781,-0.9183063507080078,1.5,1.129014094658487e-06,True,True
-14.314044952392578,0.08169364929199219,1.5,9.152556117442145e-07,False,False
-13.314044952392578,0.08169364929199219,1.5,8.530761874681048e-07,False,False
-12.314044952392578,0.08169364929199219,1.5,9.127582529799838e-07,False,False
-11.314044952392578,0.08169364929199219,1.5,9.722967888592393e-07,False,False
-10.314044952392578,0.08169364929199219,1.5,9.788388979359297e-07,False,False
-9.314044952392578,0.08169364929199219,1.5,1.0003499255617498e-06,False,False
-8.314044952392578,0.08169364929199219,1.5,1.1771685421990696e-06,False,False
-7.314044952392578,0.08169364929199219,1.5,1.263824856323481e-06,False,False
-6.314044952392578,0.08169364929199219,1.5,1.2344053175183944e-06,False,False
-5.314044952392578,0.08169364929199219,1.5,1.2137199973949464e-06,False,False
-4.314044952392578,0.08169364929199219,1.5,1.1311848311379435e-06,False,False
-3.314044952392578,0.08169364929199219,1.5,1.224030143021082e-06,False,False
-2.314044952392578,0.08169364929199219,1.5,1.2469110970414476e-06,False,False
-1.3140449523925781,0.08169364929199219,1.5,1.2488192169257673e-06,False,False
-0.3140449523925781,0.08169364929199219,1.5,1.4747145087312674e-06,True,True
