x_m,y_m,z_m,value_path_gain_linear,is_inside,is_valid
-4.314044952392578,-2.918306350708008,1.5,1.821652631406323e-06,True,True
-3.314044952392578,-2.918306350708008,1.5,1.2630131323021487e-06,True,True
-2.314044952392578,-2.918306350708008,1.5,9.323352969659027e-07,True,True
-1.3140449523925781,-2.918306350708008,1.5,9.156717624136945e-07,True,True
-0.3140449523925781,-2.918306350708008,1.5,9.459962484470452e-07,True,True
-14.314044952392578,-1.9183063507080078,1.5,1.1261490726610646e-06,True,True
-13.314044952392578,-1.9183063507080078,1.5,1.1886842230524053e-06,True,True
-12.314044952392578,-1.9183063507080078,1.5,1.0323161632186384e-06,True,True
-11.314044952392578,-1.9183063507080078,1.5,9.597263215255225e-07,True,True
-10.314044952392578,-1.9183063507080078,1.5,9.541502095089527e-07,True,True
-9.314044952392578,-1.9183063507080078,1.5,1.3730103773923474e-06,True,True
-8.314044952392578,-1.9183063507080078,1.5,1.7708525774651207e-06,True,True
-7.314044952392578,-1.9183063507080078,1.5,2.2070105387683725e-06,True,True
-6.314044952392578,-1.9183063507080078,1.5,2.2442013687395956e-06,True,True
-5.314044952392578,-1.9183063507080078,1.5,2.0876757389487466e-06,True,True
-4.314044952392578,-1.9183063507080078,1.5,1.7193183339259122e-06,True,True
-3.314044952392578,-1.9183063507080078,1.5,1.1552581327123335e-06,True,True
-2.314044952392578,-1.9183063507080078,1.5,1.134793478740903e-06,True,True
-1.3140449523925781,-1.9183063507080078,1.5,9.521066886009066e-07,True,True
-0.3140449523925781,-1.9183063507080078,1.5,1.1529343737493036e-06,True,True
-14.314044952392578,-0.9183063507080078,1.5,1.3104482832204667e-06,True,True
-13.314044952392578,-0.9183063507080078,1.5,1.0331528983442695e-06,True,True
-12.314044952392578,-0.9183063507080078,1.5,1.0522537650103914e-06,True,True
-11.314044952392578,-0.9183063507080078,1.5,1.08398796783149e-06,True,True
-10.314044952392578,-0.9183063507080078,1.5,1.051755248226982e-06,True,True
-9.314044952392578,-0.9183063507080078,1.5,1.0905774843195104e-06,True,True
-8.314044952392578,-0.9183063507080078,1.5,1.239488597093441e-06,True,True
-7.314044952392578,-0.9183063507080078,1.5,1.4050165191292763e-06,True,True
-6.314044952392578,-0.9183063507080078,1.5,1.3760205774815404e-06,True,True
-5.314044952392578,-0.9183063507080078,1.5,1.177177750832925e-06,True,True
-4.314044952392578,-0.9183063507080078,1.5,1.071664314622467e-06,True,True
-3.314044952392578,-0.9183063507080078,1.5,1.4950813920222572e-06,True,True
-2.314044952392578,-0.9183063507080078,1.5,1.57842191583768e-06,True,True
-1.3140449523925781,-0.9183063507080078,1.5,1.7197716033479082e-06,True,True
-0.3140449523925781,-0.9183063507080078,1.5,1.1290139809716493e-06,True,True
-14.314044952392578,0.08169364929199219,1.5,9.152554980573768e-07,False,False
-13.314044952392578,0.08169364929199219,1.5,8.530761306246859e-07,False,False
-12.314044952392578,0.08169364929199219,1.5,9.12758196136565e-07,False,False
-11.314044952392578,0.08169364929199219,1.5,9.722974709802656e-07,False,False
-10.314044952392578,0.08169364929199219,1.5,9.788386705622543e-07,False,False
-9.314044952392578,0.08169364929199219,1.5,1.0003501529354253e-06,False,False
-8.314044952392578,0.08169364929199219,1.5,1.1771682011385565e-06,False,False
-7.314044952392578,0.08169364929199219,1.5,1.2638247426366434e-06,False,False
-6.314044952392578,0.08169364929199219,1.5,1.2344054312052322e-06,False,False
-5.314044952392578,0.08169364929199219,1.5,1.213719770021271e-06,False,False
-4.314044952392578,0.08169364929199219,1.5,1.1311849448247813e-06,False,False
-3.314044952392578,0.08169364929199219,1.5,1.2240298019605689e-06,False,False
-2.314044952392578,0.08169364929199219,1.5,1.2469110970414476e-06,False,False
-1.3140449523925781,0.08169364929199219,1.5,1.2488194442994427e-06,False,False
-0.3140449523925781,0.08169364929199219,1.5,1.4747145087312674e-06,True,True
