row,column,value_path_gain_linear,is_inside,is_valid
5,12,5.389323973759019e-07,True,True
5,13,5.446312911772111e-07,True,True
5,14,5.476737214848981e-07,True,True
6,0,1.0237662309009465e-06,True,True
6,1,7.500192396037164e-07,True,True
6,2,9.438636539016443e-07,True,True
6,3,7.322265673792572e-07,True,True
6,4,1.1008498859155225e-06,True,True
6,5,1.9647852695925394e-06,True,True
6,6,4.109906512894668e-06,True,True
6,7,6.557223059644457e-06,True,True
6,8,6.5717399593268055e-06,True,True
6,9,4.344123226474039e-06,True,True
6,10,3.9598117496097984e-07,True,True
6,11,5.125519919602084e-07,True,True
6,12,5.251569064057549e-07,True,True
6,13,5.168710686120903e-07,True,True
6,14,6.495734510281181e-07,True,True
7,0,9.415180670657719e-07,True,True
7,1,8.923237260205497e-07,True,True
7,2,8.14634347534593e-07,True,True
7,3,8.551450036975439e-07,True,True
7,4,1.0014706504080095e-06,True,True
7,5,1.4592592378903646e-06,True,True
7,6,2.7875512387254275e-06,True,True
7,7,4.111704583920073e-06,True,True
7,8,4.239124336891109e-06,True,True
7,9,3.5591658615885535e-06,True,True
7,10,9.91189040178142e-07,True,True
7,11,7.274401809809206e-07,True,True
7,12,5.327329404281045e-07,True,True
7,13,5.290221452014521e-07,True,True
7,14,5.062587433712906e-07,True,True
8,0,1.0530485496929032e-06,True,True
8,1,1.1081491493314388e-06,True,True
8,2,9.454598171032558e-07,True,True
8,3,8.809921041574853e-07,True,True
8,4,8.572713454668701e-07,True,True
8,5,1.2233274446771247e-06,True,True
8,6,1.5833263660169905e-06,True,True
8,7,2.0907295947836246e-06,True,True
8,8,2.100803385474137e-06,True,True
8,9,1.9407880245125853e-06,True,True
8,10,1.3891234402763075e-06,True,True
8,11,8.98269206572877e-07,True,True
8,12,8.308742849294504e-07,True,True
8,13,6.135131798146176e-07,True,True
8,14,6.754327159796958e-07,True,True
9,0,1.2577803545354982e-06,True,True
9,1,9.811619747779332e-07,True,True
9,2,9.72534166976402e-07,True,True
9,3,9.704813237476628e-07,True,True
9,4,9.469717952015344e-07,True,True
9,5,9.748609954840504e-07,True,True
9,6,1.0218457191513153e-06,True,True
9,7,1.1821892940133694e-06,True,True
9,8,1.1888936342074885e-06,True,True
9,9,1.0499969675947796e-06,True,True
9,10,8.112224918477295e-07,True,True
9,11,1.2062035921189818e-06,True,True
9,12,1.3012873978368589e-06,True,True
9,13,1.3632414948006044e-06,True,True
9,14,6.649638635281008e-07,True,True
10,0,8.395194299737341e-07,False,False
10,1,8.175453558578738e-07,False,False
10,2,8.513088687323034e-07,False,False
10,3,8.994463769340655e-07,False,False
10,4,8.847132448863704e-07,False,False
10,5,8.908720019462635e-07,False,False
10,6,1.0258054317091592e-06,False,False
10,7,1.0907210707955528e-06,False,False
10,8,1.0651145885276492e-06,False,False
10,9,1.062661908690643e-06,False,False
10,10,8.038439887059212e-07,False,False
10,11,9.508004268354853e-07,False,False
10,12,9.420845685781387e-07,False,False
10,13,9.502447824161209e-07,False,False
10,14,1.0745787903942983e-06,True,True
