x_m,y_m,z_m,value_path_gain_linear,is_inside,is_valid
-11.314044952392578,-1.9183063507080078,1.5,8.809921041574853e-07,True,True
-10.314044952392578,-1.9183063507080078,1.5,8.572713454668701e-07,True,True
-9.314044952392578,-1.9183063507080078,1.5,1.2233274446771247e-06,True,True
-8.314044952392578,-1.9183063507080078,1.5,1.5833263660169905e-06,True,True
-7.314044952392578,-1.9183063507080078,1.5,2.0907295947836246e-06,True,True
-6.314044952392578,-1.9183063507080078,1.5,2.100803385474137e-06,True,True
-5.314044952392578,-1.9183063507080078,1.5,1.9407880245125853e-06,True,True
-4.314044952392578,-1.9183063507080078,1.5,1.3891234402763075e-06,True,True
-3.314044952392578,-1.9183063507080078,1.5,8.98269206572877e-07,True,True
-2.314044952392578,-1.9183063507080078,1.5,8.308742849294504e-07,True,True
-1.3140449523925781,-1.9183063507080078,1.5,6.135131798146176e-07,True,True
-0.3140449523925781,-1.9183063507080078,1.5,6.754327159796958e-07,True,True
-14.314044952392578,-0.9183063507080078,1.5,1.2577803545354982e-06,True,True
-13.314044952392578,-0.9183063507080078,1.5,9.811619747779332e-07,True,True
-12.314044952392578,-0.9183063507080078,1.5,9.72534166976402e-07,True,True
-11.314044952392578,-0.9183063507080078,1.5,9.704813237476628e-07,True,True
-10.314044952392578,-0.9183063507080078,1.5,9.469717952015344e-07,True,True
-9.314044952392578,-0.9183063507080078,1.5,9.748609954840504e-07,True,True
-8.314044952392578,-0.9183063507080078,1.5,1.0218457191513153e-06,True,True
-7.314044952392578,-0.9183063507080078,1.5,1.1821892940133694e-06,True,True
-6.314044952392578,-0.9183063507080078,1.5,1.1888936342074885e-06,True,True
-5.314044952392578,-0.9183063507080078,1.5,1.0499969675947796e-06,True,True
-4.314044952392578,-0.9183063507080078,1.5,8.112224918477295e-07,True,True
-3.314044952392578,-0.9183063507080078,1.5,1.2062035921189818e-06,True,True
-2.314044952392578,-0.9183063507080078,1.5,1.3012873978368589e-06,True,True
-1.3140449523925781,-0.9183063507080078,1.5,1.3632414948006044e-06,True,True
-0.3140449523925781,-0.9183063507080078,1.5,6.649638635281008e-07,True,True
-14.314044952392578,0.08169364929199219,1.5,8.395194299737341e-07,False,False
-13.314044952392578,0.08169364929199219,1.5,8.175453558578738e-07,False,False
-12.314044952392578,0.08169364929199219,1.5,8.513088687323034e-07,False,False
-11.314044952392578,0.08169364929199219,1.5,8.994463769340655e-07,False,False
-10.314044952392578,0.08169364929199219,1.5,8.847132448863704e-07,False,False
-9.314044952392578,0.08169364929199219,1.5,8.908720019462635e-07,False,False
-8.314044952392578,0.08169364929199219,1.5,1.0258054317091592e-06,False,False
-7.314044952392578,0.08169364929199219,1.5,1.0907210707955528e-06,False,False
-6.314044952392578,0.08169364929199219,1.5,1.0651145885276492e-06,False,False
-5.314044952392578,0.08169364929199219,1.5,1.062661908690643e-06,False,False
-4.314044952392578,0.08169364929199219,1.5,8.038439887059212e-07,False,False
-3.314044952392578,0.08169364929199219,1.5,9.508004268354853e-07,False,False
-2.314044952392578,0.08169364929199219,1.5,9.420845685781387e-07,False,False
-1.3140449523925781,0.08169364929199219,1.5,9.502447824161209e-07,False,False
-0.3140449523925781,0.08169364929199219,1.5,1.0745787903942983e-06,True,True
