path_index,transmitter,receiver,path_type,interaction_count,distance_m,delay_s,amplitude_magnitude,interaction_types,interaction_object_ids,interaction_object_names,interaction_points_m
12,tx_test,rx_los,specular_reflection,1,12.356482779284441,4.121678998103562e-08,0.0003765796657209185,[1],[5],"[""wall_002""]","[[-4.995614528656006, -10.836126327514648, 1.8320870399475098]]"
13,tx_test,rx_los,specular_reflection,1,10.24734214613187,3.418145411160367e-08,0.00042421942054745535,[1],[6],"[""wall_003""]","[[0.11024554818868637, -4.983458995819092, 1.1591371297836304]]"
14,tx_test,rx_los,specular_reflection,1,10.449261529647728,3.485498467625803e-08,0.00045632345004182283,[1],[3],"[""wall_000""]","[[-5.3080854415893555, -0.19860655069351196, 1.0970345735549927]]"
15,tx_test,rx_los,specular_reflection,1,20.312671193510738,6.775577787720977e-08,0.00021404312465254154,[1],[4],"[""wall_001""]","[[-15.147004127502441, -4.82020378112793, 1.8870221376419067]]"
16,tx_test,rx_los,specular_reflection,1,4.759116064945442,1.587470244146516e-08,0.00035766232756439425,[1],[1],"[""floor_000""]","[[-5.052117824554443, -5.038774490356445, 0.21159178018569946]]"
17,tx_test,rx_los,specular_reflection,2,12.526527610414107,4.178399848342451e-08,0.00016387888290499204,"[1, 1]","[5, 2]","[""wall_002"", ""ceiling_000""]","[[-4.9864301681518555, -10.78183364868164, 2.786130905151367], [-4.839400768280029, -10.349836349487305, 2.8317806720733643]]"
18,tx_test,rx_los,specular_reflection,2,10.66439532060354,3.557259375952526e-08,0.00015781586821179744,"[1, 1]","[3, 2]","[""wall_000"", ""ceiling_000""]","[[-5.3047614097595215, -0.12052589654922485, 2.0252084732055664], [-5.001776695251465, -0.7391522526741028, 2.2053418159484863]]"
19,tx_test,rx_los,specular_reflection,2,23.573248212446103,7.86318921086604e-08,0.0001449936862612233,"[1, 1]","[4, 5]","[""wall_001"", ""wall_002""]","[[-15.221972465515137, -9.460965156555176, 2.1536450386047363], [-12.911243438720703, -10.823062896728516, 2.155611038208008]]"
20,tx_test,rx_los,specular_reflection,2,14.261405593259397,4.7570928529694356e-08,0.00023409567019737858,"[1, 1]","[3, 6]","[""wall_000"", ""wall_003""]","[[-2.4062182903289795, -0.060160886496305466, 0.8532022833824158], [0.08106203377246857, -2.227457284927368, 0.9220232963562012]]"
21,tx_test,rx_los,specular_reflection,2,21.98670134069515,7.333974139100974e-08,0.00016393701341655962,"[1, 1]","[4, 3]","[""wall_001"", ""wall_000""]","[[-15.085762023925781, -0.7407336235046387, 1.5352156162261963], [-14.98570728302002, -0.6924155354499817, 1.5277578830718994]]"
22,tx_test,rx_los,specular_reflection,2,26.561514924378343,8.859967692842474e-08,7.159279839012548e-05,"[1, 1]","[4, 6]","[""wall_001"", ""wall_003""]","[[-15.149900436401367, -4.784499168395996, 1.797425627708435], [0.10885023325681686, -4.943587779998779, 1.1433405876159668]]"
23,tx_test,rx_los,specular_reflection,2,15.58205392014058,5.197613717200511e-08,0.00021620308296155393,"[1, 1]","[5, 6]","[""wall_002"", ""wall_003""]","[[-1.8978161811828613, -10.84786605834961, 1.5890252590179443], [0.13946600258350372, -8.517640113830566, 1.3589565753936768]]"
24,tx_test,rx_los,specular_reflection,2,21.826038770800153,7.28038287434174e-08,9.129591868816306e-05,"[1, 1]","[5, 3]","[""wall_002"", ""wall_000""]","[[-6.054831504821777, -10.840926170349121, 1.7603137493133545], [-4.337529182434082, -0.15191593766212463, 1.0200839042663574]]"
25,tx_test,rx_los,specular_reflection,2,12.687614080862105,4.2321325111061014e-08,0.00010689011494720859,"[1, 1]","[5, 1]","[""wall_002"", ""floor_000""]","[[-5.023016929626465, -10.91028881072998, 0.5290824770927429], [-4.829902172088623, -10.344942092895508, 0.3686411678791046]]"
26,tx_test,rx_los,specular_reflection,2,34.536006682834156,1.1519971820916908e-07,5.506702129399614e-05,"[1, 1]","[6, 4]","[""wall_003"", ""wall_001""]","[[0.08249852806329727, -4.864736557006836, 0.81229567527771], [-15.15079116821289, -4.6908440589904785, 1.7314667701721191]]"
0,tx_test,rx_reflection,specular_reflection,2,24.065477700316194,8.027379294617276e-08,8.095602653201193e-05,"[1, 1]","[5, 3]","[""wall_002"", ""wall_000""]","[[-7.934730052947998, -10.846149444580078, 1.6908239126205444], [-9.615100860595703, -0.45547106862068176, 0.8467309474945068]]"
1,tx_test,rx_reflection,specular_reflection,2,12.89258171408322,4.30050235422641e-08,0.0001341107656586738,"[1, 1]","[3, 2]","[""wall_000"", ""ceiling_000""]","[[-8.455525398254395, -0.2983023524284363, 1.9628102779388428], [-8.71476936340332, -1.5897610187530518, 2.307403564453125]]"
2,tx_test,rx_reflection,specular_reflection,2,17.764063910415686,5.925453905319955e-08,0.00010158638169578567,"[1, 1]","[6, 2]","[""wall_003"", ""ceiling_000""]","[[0.16916970908641815, -6.128893852233887, 1.8523461818695068], [-3.279834270477295, -6.710394859313965, 2.574282169342041]]"
3,tx_test,rx_reflection,specular_reflection,2,33.701101526316066,1.124147743780668e-07,5.702453526204575e-05,"[1, 1]","[4, 6]","[""wall_001"", ""wall_003""]","[[-15.170434951782227, -5.482426166534424, 1.6041622161865234], [0.07271236181259155, -6.950380802154541, 0.5867229104042053]]"
4,tx_test,rx_reflection,specular_reflection,2,16.064845762784152,5.3586557413609626e-08,0.0002118027606789424,"[1, 1]","[4, 5]","[""wall_001"", ""wall_002""]","[[-15.24268913269043, -10.149541854858398, 1.95144522190094], [-14.226527214050293, -10.836970329284668, 1.9268138408660889]]"
5,tx_test,rx_reflection,specular_reflection,2,19.336894723569742,6.450093792409461e-08,0.0001777121617961746,"[1, 1]","[6, 5]","[""wall_003"", ""wall_002""]","[[0.10953287780284882, -8.550582885742188, 0.9769747257232666], [-4.429419994354248, -10.862747192382812, 1.3575295209884644]]"
6,tx_test,rx_reflection,specular_reflection,2,17.80062586565053,5.9376496608365414e-08,0.0001976090374202224,"[1, 1]","[3, 4]","[""wall_000"", ""wall_001""]","[[-12.79474925994873, -0.5996527671813965, 1.2034668922424316], [-15.128357887268066, -2.8049731254577637, 1.4207159280776978]]"
7,tx_test,rx_reflection,specular_reflection,2,21.61363903190353,7.209533947616364e-08,0.00015480692399752734,"[1, 1]","[6, 3]","[""wall_003"", ""wall_000""]","[[0.02645576186478138, -0.19395652413368225, 0.32678139209747314], [-0.2833981513977051, 0.011699832044541836, 0.324319064617157]]"
8,tx_test,rx_reflection,specular_reflection,2,21.565491171604464,7.193473550159979e-08,0.00015511578544467013,"[1, 1]","[3, 6]","[""wall_000"", ""wall_003""]","[[-1.1671761274337769, -0.028243903070688248, 0.4250379502773285], [0.03247835859656334, -0.8634689450263977, 0.37082499265670776]]"
9,tx_test,rx_reflection,specular_reflection,2,18.292488967113,6.101717531237227e-08,0.00010781416275271188,"[1, 1]","[3, 5]","[""wall_000"", ""wall_002""]","[[-8.166478157043457, -0.36292773485183716, 1.0041900873184204], [-9.60529613494873, -10.849653244018555, 1.6490674018859863]]"
10,tx_test,rx_reflection,specular_reflection,2,27.798296976524554,9.272513779023939e-08,6.954157853423376e-05,"[1, 1]","[6, 4]","[""wall_003"", ""wall_001""]","[[0.08286531269550323, -5.682205677032471, 0.7772865891456604], [-15.202528953552246, -7.266788959503174, 1.6243140697479248]]"
11,tx_test,rx_reflection,specular_reflection,2,9.55450544932205,3.187039965268923e-08,0.00010308398703909873,"[1, 1]","[1, 5]","[""floor_000"", ""wall_002""]","[[-8.497476577758789, -9.341841697692871, 0.3819757401943207], [-9.030781745910645, -10.89216136932373, 0.8952049016952515]]"
12,tx_test,rx_reflection,specular_reflection,2,12.797365981326152,4.268741804480669e-08,0.00017114653462283909,"[1, 1]","[3, 1]","[""wall_000"", ""floor_000""]","[[-8.491324424743652, -0.45389416813850403, 0.1322695016860962], [-8.514907836914062, -0.5708287358283997, 0.11822348833084106]]"
13,tx_test,rx_reflection,specular_reflection,2,13.981181765882383,4.663620245537459e-08,0.00011896872427550604,"[1, 1]","[1, 4]","[""floor_000"", ""wall_001""]","[[-13.30532169342041, -6.35620641708374, 0.349178284406662], [-15.226805686950684, -6.7481369972229, 0.7715314030647278]]"
14,tx_test,rx_reflection,specular_reflection,2,6.427525269495504,2.1439916508825263e-08,0.00018033216970907273,"[1, 1]","[1, 2]","[""floor_000"", ""ceiling_000""]","[[-7.791721343994141, -5.7919745445251465, 0.26676926016807556], [-9.206140518188477, -7.121222019195557, 2.675266981124878]]"
15,tx_test,rx_reflection,los,0,4.242640370758862,1.415192496523332e-08,0.0023429517168551683,[],[],[],[]
16,tx_test,rx_reflection,specular_reflection,1,4.7951076715719125,1.5994757518456026e-08,0.00019170145770189032,[1],[2],"[""ceiling_000""]","[[-8.33041000366211, -6.271772861480713, 2.608766555786133]]"
17,tx_test,rx_reflection,specular_reflection,2,6.159590297848496,2.0546181644931494e-08,0.00017053560535501834,"[1, 1]","[2, 1]","[""ceiling_000"", ""floor_000""]","[[-7.653885364532471, -5.580516338348389, 2.5551021099090576], [-9.239479064941406, -7.242882251739502, 0.32761386036872864]]"
18,tx_test,rx_reflection,specular_reflection,2,9.483178323357173,3.163247797033364e-08,0.00012874530574739362,"[1, 1]","[2, 5]","[""ceiling_000"", ""wall_002""]","[[-8.300248146057129, -8.74202823638916, 2.7699263095855713], [-9.007109642028809, -10.80789852142334, 2.3757753372192383]]"
19,tx_test,rx_reflection,specular_reflection,2,17.78418534068534,5.932165692001945e-08,8.87605348028036e-05,"[1, 1]","[2, 6]","[""ceiling_000"", ""wall_003""]","[[-2.1446592807769775, -5.729025840759277, 2.495910167694092], [0.18147726356983185, -6.143369197845459, 2.008044958114624]]"
20,tx_test,rx_reflection,specular_reflection,2,13.856769083729695,4.622120641784022e-08,0.00016525997129265195,"[1, 1]","[2, 4]","[""ceiling_000"", ""wall_001""]","[[-13.911712646484375, -6.384879112243652, 2.6859679222106934], [-15.155006408691406, -6.656614303588867, 2.538475751876831]]"
21,tx_test,rx_reflection,specular_reflection,1,9.205616122819237,3.070663012749719e-08,0.0005059417623332329,[1],[5],"[""wall_002""]","[[-9.01341724395752, -10.8453369140625, 1.717896580696106]]"
22,tx_test,rx_reflection,specular_reflection,1,13.71879690926476,4.576098078246105e-08,0.00032751600858662276,[1],[4],"[""wall_001""]","[[-15.187238693237305, -6.71275520324707, 1.7522592544555664]]"
23,tx_test,rx_reflection,specular_reflection,1,17.49114011919515,5.834416327843428e-08,0.00025339134074789393,[1],[6],"[""wall_003""]","[[0.0901648998260498, -6.206864833831787, 0.8445872664451599]]"
24,tx_test,rx_reflection,specular_reflection,1,12.662245017364704,4.2236703023945665e-08,0.0003575273688194,[1],[3],"[""wall_000""]","[[-8.471062660217285, -0.37868040800094604, 1.0152324438095093]]"
25,tx_test,rx_reflection,specular_reflection,1,4.875647179027229,1.6263408397776402e-08,0.0002472747818697667,[1],[1],"[""floor_000""]","[[-8.592646598815918, -6.614501953125, 0.30102720856666565]]"
